symbol,company_name,exchange,sector,type,yahoo_symbol,isin
ORIENTCEM,Orient Cement Limited,NSE,Equity,STOCK,ORIENTCEM.NS,INE876N01018
ORIENTCER,ORIENT CERATECH LIMITED,NSE,Equity,STOCK,ORIENTCER.NS,INE569C01020
ORIENTELEC,Orient Electric Limited,NSE,Equity,STOCK,ORIENTELEC.NS,INE142Z01019
ORIENTHOT,Oriental Hotels Limited,NSE,Equity,STOCK,ORIENTHOT.NS,INE750A01020
ORIENTLTD,Orient Press Limited,NSE,Equity,STOCK,ORIENTLTD.NS,INE609C01024
ORIENTPPR,Orient Paper & Industries Limited,NSE,Equity,STOCK,ORIENTPPR.NS,INE592A01026
ORIENTTECH,Orient Technologies Limited,NSE,Equity,STOCK,ORIENTTECH.NS,INE0PPK01015
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE,Equity,STOCK,ORISSAMINE.NS,INE725E01024
ORKLAINDIA,Orkla India Limited,NSE,Equity,STOCK,ORKLAINDIA.NS,INE16NZ01023
OSWALGREEN,Oswal Greentech Limited,NSE,Equity,STOCK,OSWALGREEN.NS,INE143A01010
OSWALPUMPS,Oswal Pumps Limited,NSE,Equity,STOCK,OSWALPUMPS.NS,INE0BYP01024
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE,Equity,STOCK,OSWALSEEDS.NS,INE00IK01029
PACEDIGITK,Pace Digitek Limited,NSE,Equity,STOCK,PACEDIGITK.NS,INE0S3G01027
PAGEIND,Page Industries Limited,NSE,Equity,STOCK,PAGEIND.NS,INE761H01022
PAISALO,Paisalo Digital Limited,NSE,Equity,STOCK,PAISALO.NS,INE420C01059
PAKKA,PAKKA LIMITED,NSE,Equity,STOCK,PAKKA.NS,INE551D01018
PALASHSECU,Palash Securities Limited,NSE,Equity,STOCK,PALASHSECU.NS,INE471W01019
PANACEABIO,Panacea Biotec Limited,NSE,Equity,STOCK,PANACEABIO.NS,INE922B01023
PANAMAPET,Panama Petrochem Limited,NSE,Equity,STOCK,PANAMAPET.NS,INE305C01029
PANSARI,Pansari Developers Limited,NSE,Equity,STOCK,PANSARI.NS,INE697V01011
PAR,Par Drugs And Chemicals Limited,NSE,Equity,STOCK,PAR.NS,INE04LG01015
PARACABLES,Paramount Communications Limited,NSE,Equity,STOCK,PARACABLES.NS,INE074B01023
PARADEEP,Paradeep Phosphates Limited,NSE,Equity,STOCK,PARADEEP.NS,INE088F01024
PARAGMILK,Parag Milk Foods Limited,NSE,Equity,STOCK,PARAGMILK.NS,INE883N01014
PARAS,Paras Defence and Space Technologies Limited,NSE,Equity,STOCK,PARAS.NS,INE045601023
PARKHOSPS,Park Medi World Limited,NSE,Equity,STOCK,PARKHOSPS.NS,INE119201023
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE,Equity,STOCK,PARKHOTELS.NS,INE988S01028
PASHUPATI,Pashupati Cotspin Limited,NSE,Equity,STOCK,PASHUPATI.NS,INE124Y01028
PASUPTAC,Pasupati Acrylon Limited,NSE,Equity,STOCK,PASUPTAC.NS,INE818B01023
PATANJALI,Patanjali Foods Limited,NSE,Equity,STOCK,PATANJALI.NS,INE619A01035
PATELENG,Patel Engineering Limited,NSE,Equity,STOCK,PATELENG.NS,INE244B01030
PATELRMART,Patel Retail Limited,NSE,Equity,STOCK,PATELRMART.NS,INE0R8B01010
PATINTLOG,Patel Integrated Logistics Limited,NSE,Equity,STOCK,PATINTLOG.NS,INE529D01014
PAUSHAKLTD,Paushak Limited,NSE,Equity,STOCK,PAUSHAKLTD.NS,INE111F01024
PAYTM,One 97 Communications Limited,NSE,Equity,STOCK,PAYTM.NS,INE982J01020
PCBL,PCBL Chemical Limited,NSE,Equity,STOCK,PCBL.NS,INE602A01031
PCJEWELLER,PC Jeweller Limited,NSE,Equity,STOCK,PCJEWELLER.NS,INE785M01021
PDMJEPAPER,Pudumjee Paper Products Limited,NSE,Equity,STOCK,PDMJEPAPER.NS,INE865T01018
PDSL,PDS Limited,NSE,Equity,STOCK,PDSL.NS,INE111Q01021
PENIND,Pennar Industries Limited,NSE,Equity,STOCK,PENIND.NS,INE932A01024
PERSISTENT,Persistent Systems Limited,NSE,Equity,STOCK,PERSISTENT.NS,INE262H01021
PETRONET,Petronet LNG Limited,NSE,Equity,STOCK,PETRONET.NS,INE347G01014
PFC,Power Finance Corporation Limited,NSE,Equity,STOCK,PFC.NS,INE134E01011
PFIZER,Pfizer Limited,NSE,Equity,STOCK,PFIZER.NS,INE182A01018
PFS,PTC India Financial Services Limited,NSE,Equity,STOCK,PFS.NS,INE560K01014
PGEL,PG Electroplast Limited,NSE,Equity,STOCK,PGEL.NS,INE457L01029
PGHH,Procter & Gamble Hygiene and Health Care Limited,NSE,Equity,STOCK,PGHH.NS,INE179A01014
PGHL,Procter & Gamble Health Limited,NSE,Equity,STOCK,PGHL.NS,INE199A01012
PGIL,Pearl Global Industries Limited,NSE,Equity,STOCK,PGIL.NS,INE940H01022
PHOENIXLTD,The Phoenix Mills Limited,NSE,Equity,STOCK,PHOENIXLTD.NS,INE211B01039
PICCADIL,Piccadily Agro Industries Limited,NSE,Equity,STOCK,PICCADIL.NS,INE546C01010
PIDILITIND,Pidilite Industries Limited,NSE,Equity,STOCK,PIDILITIND.NS,INE318A01026
PIGL,Power & Instrumentation (Gujarat) Limited,NSE,Equity,STOCK,PIGL.NS,INE557Z01018
PIIND,PI Industries Limited,NSE,Equity,STOCK,PIIND.NS,INE603J01030
PILANIINVS,Pilani Investment and Industries Corporation Limited,NSE,Equity,STOCK,PILANIINVS.NS,INE417C01014
PILITA,PIL ITALICA LIFESTYLE LIMITED,NSE,Equity,STOCK,PILITA.NS,INE600A01035
PINELABS,Pine Labs Limited,NSE,Equity,STOCK,PINELABS.NS,INE15B701018
PIONEEREMB,Pioneer Embroideries Limited,NSE,Equity,STOCK,PIONEEREMB.NS,INE156C01018
PIONRINV,Pioneer Investcorp Limited,NSE,Equity,STOCK,PIONRINV.NS,INE746D01014
PIRAMALFIN,Piramal Finance Limited,NSE,Equity,STOCK,PIRAMALFIN.NS,INE202B01038
PITTIENG,Pitti Engineering Limited,NSE,Equity,STOCK,PITTIENG.NS,INE450D01021
PIXTRANS,Pix Transmissions Limited,NSE,Equity,STOCK,PIXTRANS.NS,INE751B01018
PKTEA,The Peria Karamalai Tea & Produce Company Limited,NSE,Equity,STOCK,PKTEA.NS,INE431F01018
PLASTIBLEN,Plastiblends India Limited,NSE,Equity,STOCK,PLASTIBLEN.NS,INE083C01022
PLATIND,Platinum Industries Limited,NSE,Equity,STOCK,PLATIND.NS,INE0PT501018
PML,Paul Merchants Limited,NSE,Equity,STOCK,PML.NS,INE291E01019
PNB,Punjab National Bank,NSE,Equity,STOCK,PNB.NS,INE160A01022
PNBGILTS,PNB Gilts Limited,NSE,Equity,STOCK,PNBGILTS.NS,INE859A01011
PNBHOUSING,PNB Housing Finance Limited,NSE,Equity,STOCK,PNBHOUSING.NS,INE572E01012
PNCINFRA,PNC Infratech Limited,NSE,Equity,STOCK,PNCINFRA.NS,INE195J01029
PNGJL,P N Gadgil Jewellers Limited,NSE,Equity,STOCK,PNGJL.NS,INE953R01016
PNGSREVA,PNGS Reva Diamond Jewellery Limited,NSE,Equity,STOCK,PNGSREVA.NS,INE1RDG01013
POCL,Pondy Oxides & Chemicals Limited,NSE,Equity,STOCK,POCL.NS,INE063E01053
PODDARMENT,Poddar Pigments Limited,NSE,Equity,STOCK,PODDARMENT.NS,INE371C01013
POKARNA,Pokarna Limited,NSE,Equity,STOCK,POKARNA.NS,INE637C01025
POLICYBZR,PB Fintech Limited,NSE,Equity,STOCK,POLICYBZR.NS,INE417T01026
POLYCAB,Polycab India Limited,NSE,Equity,STOCK,POLYCAB.NS,INE455K01017
POLYMED,Poly Medicure Limited,NSE,Equity,STOCK,POLYMED.NS,INE205C01021
POLYPLEX,Polyplex Corporation Limited,NSE,Equity,STOCK,POLYPLEX.NS,INE633B01018
PONNIERODE,Ponni Sugars (Erode) Limited,NSE,Equity,STOCK,PONNIERODE.NS,INE838E01017
POONAWALLA,Poonawalla Fincorp Limited,NSE,Equity,STOCK,POONAWALLA.NS,INE511C01022
POWERGRID,Power Grid Corporation of India Limited,NSE,Equity,STOCK,POWERGRID.NS,INE752E01010
POWERICA,Powerica Limited,NSE,Equity,STOCK,POWERICA.NS,INE921L01032
POWERINDIA,Hitachi Energy India Limited,NSE,Equity,STOCK,POWERINDIA.NS,INE07Y701011
POWERMECH,Power Mech Projects Limited,NSE,Equity,STOCK,POWERMECH.NS,INE211R01019
PPAP,PPAP Automotive Limited,NSE,Equity,STOCK,PPAP.NS,INE095I01015
PPL,Prakash Pipes Limited,NSE,Equity,STOCK,PPL.NS,INE050001010
PPLPHARMA,Piramal Pharma Limited,NSE,Equity,STOCK,PPLPHARMA.NS,INE0DK501011
PRABHA,Prabha Energy Limited,NSE,Equity,STOCK,PRABHA.NS,INE0I0M01023
PRADPME,Pradeep Metals Limited,NSE,Equity,STOCK,PRADPME.NS,INE770A01010
PRAENG,Prajay Engineers Syndicate Limited,NSE,Equity,STOCK,PRAENG.NS,INE505C01016
PRAJIND,Praj Industries Limited,NSE,Equity,STOCK,PRAJIND.NS,INE074A01025
PRAKASH,Prakash Industries Limited,NSE,Equity,STOCK,PRAKASH.NS,INE603A01013
PRAKASHSTL,Prakash Steelage Limited,NSE,Equity,STOCK,PRAKASHSTL.NS,INE696K01024
PRAVEG,Praveg Limited,NSE,Equity,STOCK,PRAVEG.NS,INE722B01019
PRECAM,Precision Camshafts Limited,NSE,Equity,STOCK,PRECAM.NS,INE484I01029
PRECWIRE,Precision Wires India Limited,NSE,Equity,STOCK,PRECWIRE.NS,INE372C01037
PREMCO,Premco Global Limited,NSE,Equity,STOCK,PREMCO.NS,INE001E01012
PREMEXPLN,Premier Explosives Limited,NSE,Equity,STOCK,PREMEXPLN.NS,INE863B01029
PREMIERENE,Premier Energies Limited,NSE,Equity,STOCK,PREMIERENE.NS,INE0BS701011
PRESTIGE,Prestige Estates Projects Limited,NSE,Equity,STOCK,PRESTIGE.NS,INE811K01011
PRICOLLTD,Pricol Limited,NSE,Equity,STOCK,PRICOLLTD.NS,INE726V01018
PRIMESECU,Prime Securities Limited,NSE,Equity,STOCK,PRIMESECU.NS,INE032B01021
PRIMO,Primo Chemicals Limited,NSE,Equity,STOCK,PRIMO.NS,INE607A01022
PRINCEPIPE,Prince Pipes And Fittings Limited,NSE,Equity,STOCK,PRINCEPIPE.NS,INE689W01016
PRITIKAUTO,Pritika Auto Industries Limited,NSE,Equity,STOCK,PRITIKAUTO.NS,INE583R01029
PRIVISCL,Privi Speciality Chemicals Limited,NSE,Equity,STOCK,PRIVISCL.NS,INE959A01019
PROSTARM,Prostarm Info Systems Limited,NSE,Equity,STOCK,PROSTARM.NS,INE0BX301013
PROTEAN,Protean eGov Technologies Limited,NSE,Equity,STOCK,PROTEAN.NS,INE004A01022
PROZONER,Prozone Realty Limited,NSE,Equity,STOCK,PROZONER.NS,INE195N01013
PRSMJOHNSN,Prism Johnson Limited,NSE,Equity,STOCK,PRSMJOHNSN.NS,INE010A01011
PRUDENT,Prudent Corporate Advisory Services Limited,NSE,Equity,STOCK,PRUDENT.NS,INE00F201020
PRUDMOULI,Prudential Sugar Corporation Limited,NSE,Equity,STOCK,PRUDMOULI.NS,INE024D01016
PSB,Punjab & Sind Bank,NSE,Equity,STOCK,PSB.NS,INE608A01012
PSPPROJECT,PSP Projects Limited,NSE,Equity,STOCK,PSPPROJECT.NS,INE488V01015
PTC,PTC India Limited,NSE,Equity,STOCK,PTC.NS,INE877F01012
PTCIL,PTC Industries Limited,NSE,Equity,STOCK,PTCIL.NS,INE596F01018
PTL,PTL Enterprises Limited,NSE,Equity,STOCK,PTL.NS,INE034D01049
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,NSE,Equity,STOCK,PUNJABCHEM.NS,INE277B01014
PURVA,Puravankara Limited,NSE,Equity,STOCK,PURVA.NS,INE323I01011
PVP,PVP Ventures Limited,NSE,Equity,STOCK,PVP.NS,INE362A01016
PVRINOX,PVR INOX Limited,NSE,Equity,STOCK,PVRINOX.NS,INE191H01014
PVSL,Popular Vehicles and Services Limited,NSE,Equity,STOCK,PVSL.NS,INE772T01024
PWL,Physicswallah Limited,NSE,Equity,STOCK,PWL.NS,INE0LP301011
PYRAMID,Pyramid Technoplast Limited,NSE,Equity,STOCK,PYRAMID.NS,INE0MIS01010
QPOWER,Quality Power Electrical Equipments Limited,NSE,Equity,STOCK,QPOWER.NS,INE0SII01026
QUADFUTURE,Quadrant Future Tek Limited,NSE,Equity,STOCK,QUADFUTURE.NS,INE0LRY01011
QUESS,Quess Corp Limited,NSE,Equity,STOCK,QUESS.NS,INE615P01015
QUICKHEAL,Quick Heal Technologies Limited,NSE,Equity,STOCK,QUICKHEAL.NS,INE306L01010
QUINT,Quint Digital Limited,NSE,Equity,STOCK,QUINT.NS,INE641R01017
RACLGEAR,RACL Geartech Limited,NSE,Equity,STOCK,RACLGEAR.NS,INE704B01017
RADAAN,Radaan Mediaworks India Limited,NSE,Equity,STOCK,RADAAN.NS,INE874F01027
RADHIKAJWE,Radhika Jeweltech Limited,NSE,Equity,STOCK,RADHIKAJWE.NS,INE583V01021
RADIANTCMS,Radiant Cash Management Services Limited,NSE,Equity,STOCK,RADIANTCMS.NS,INE855R01021
RADICO,Radico Khaitan Limited,NSE,Equity,STOCK,RADICO.NS,INE944F01028
RAILTEL,Railtel Corporation Of India Limited,NSE,Equity,STOCK,RAILTEL.NS,INE0DD101019
RAIN,Rain Industries Limited,NSE,Equity,STOCK,RAIN.NS,INE855B01025
RAINBOW,Rainbow Childrens Medicare Limited,NSE,Equity,STOCK,RAINBOW.NS,INE961O01016
RAJOOENG,Rajoo Engineers Limited,NSE,Equity,STOCK,RAJOOENG.NS,INE535F01024
RAJPALAYAM,Rajapalayam Mills Limited,NSE,Equity,STOCK,RAJPALAYAM.NS,INE296E01026
RAJRATAN,Rajratan Global Wire Limited,NSE,Equity,STOCK,RAJRATAN.NS,INE451D01029
RAJSREESUG,Rajshree Sugars & Chemicals Limited,NSE,Equity,STOCK,RAJSREESUG.NS,INE562B01019
RAJTV,Raj Television Network Limited,NSE,Equity,STOCK,RAJTV.NS,INE952H01027
RALLIS,Rallis India Limited,NSE,Equity,STOCK,RALLIS.NS,INE613A01020
RAMANEWS,Shree Rama Newsprint Limited,NSE,Equity,STOCK,RAMANEWS.NS,INE278B01020
RAMAPHO,Rama Phosphates Limited,NSE,Equity,STOCK,RAMAPHO.NS,INE809A01032
RAMASTEEL,Rama Steel Tubes Limited,NSE,Equity,STOCK,RAMASTEEL.NS,INE230R01035
RAMCOCEM,The Ramco Cements Limited,NSE,Equity,STOCK,RAMCOCEM.NS,INE331A01037
RAMCOIND,Ramco Industries Limited,NSE,Equity,STOCK,RAMCOIND.NS,INE614A01028
RAMCOSYS,Ramco Systems Limited,NSE,Equity,STOCK,RAMCOSYS.NS,INE246B01019
RAMKY,Ramky Infrastructure Limited,NSE,Equity,STOCK,RAMKY.NS,INE874I01013
RAMRAT,Ram Ratna Wires Limited,NSE,Equity,STOCK,RAMRAT.NS,INE207E01023
RANASUG,Rana Sugars Limited,NSE,Equity,STOCK,RANASUG.NS,INE625B01014
RANEHOLDIN,Rane Holdings Limited,NSE,Equity,STOCK,RANEHOLDIN.NS,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,NSE,Equity,STOCK,RATEGAIN.NS,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,NSE,Equity,STOCK,RATNAMANI.NS,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,NSE,Equity,STOCK,RATNAVEER.NS,INE05CZ01011
RAYMOND,Raymond Limited,NSE,Equity,STOCK,RAYMOND.NS,INE301A01014
RAYMONDLSL,Raymond Lifestyle Limited,NSE,Equity,STOCK,RAYMONDLSL.NS,INE02ID01020
RAYMONDREL,Raymond Realty Limited,NSE,Equity,STOCK,RAYMONDREL.NS,INE1SY401010
RBA,Restaurant Brands Asia Limited,NSE,Equity,STOCK,RBA.NS,INE07T201019
RBLBANK,RBL Bank Limited,NSE,Equity,STOCK,RBLBANK.NS,INE976G01028
RBZJEWEL,RBZ Jewellers Limited,NSE,Equity,STOCK,RBZJEWEL.NS,INE0PEQ01016
RCF,Rashtriya Chemicals and Fertilizers Limited,NSE,Equity,STOCK,RCF.NS,INE027A01015
RECLTD,REC Limited,NSE,Equity,STOCK,RECLTD.NS,INE020B01018
REDINGTON,Redington Limited,NSE,Equity,STOCK,REDINGTON.NS,INE891D01026
REDTAPE,Redtape Limited,NSE,Equity,STOCK,REDTAPE.NS,INE0LXT01019
REFEX,Refex Industries Limited,NSE,Equity,STOCK,REFEX.NS,INE056I01025
REGENCERAM,Regency Ceramics Limited,NSE,Equity,STOCK,REGENCERAM.NS,INE277C01012
RELAXO,Relaxo Footwears Limited,NSE,Equity,STOCK,RELAXO.NS,INE131B01039
RELCHEMQ,Reliance Chemotex Industries Limited,NSE,Equity,STOCK,RELCHEMQ.NS,INE750D01016
RELIABLE,Reliable Data Services Limited,NSE,Equity,STOCK,RELIABLE.NS,INE375Y01018
RELIANCE,Reliance Industries Limited,NSE,Equity,STOCK,RELIANCE.NS,INE002A01018
RELIGARE,Religare Enterprises Limited,NSE,Equity,STOCK,RELIGARE.NS,INE621H01010
RELTD,Ravindra Energy Limited,NSE,Equity,STOCK,RELTD.NS,INE206N01018
REMSONSIND,Remsons Industries Limited,NSE,Equity,STOCK,REMSONSIND.NS,INE474C01023
RENUKA,Shree Renuka Sugars Limited,NSE,Equity,STOCK,RENUKA.NS,INE087H01022
REPCOHOME,Repco Home Finance Limited,NSE,Equity,STOCK,REPCOHOME.NS,INE612J01015
REPRO,Repro India Limited,NSE,Equity,STOCK,REPRO.NS,INE461B01014
RESPONIND,Responsive Industries Limited,NSE,Equity,STOCK,RESPONIND.NS,INE688D01026
RETAIL,JHS Svendgaard Retail Ventures Limited,NSE,Equity,STOCK,RETAIL.NS,INE03DD01011
RGL,Renaissance Global Limited,NSE,Equity,STOCK,RGL.NS,INE722H01024
RHETAN,Rhetan TMT Limited,NSE,Equity,STOCK,RHETAN.NS,INE0KKN01029
RHIM,RHI MAGNESITA INDIA LIMITED,NSE,Equity,STOCK,RHIM.NS,INE743M01012
RHL,Robust Hotels Limited,NSE,Equity,STOCK,RHL.NS,INE508K01013
RICOAUTO,Rico Auto Industries Limited,NSE,Equity,STOCK,RICOAUTO.NS,INE209B01025
RIIL,Reliance Industrial Infrastructure Limited,NSE,Equity,STOCK,RIIL.NS,INE046A01015
RISHABH,Rishabh Instruments Limited,NSE,Equity,STOCK,RISHABH.NS,INE0N2P01017
RITCO,Ritco Logistics Limited,NSE,Equity,STOCK,RITCO.NS,INE01EG01016
RITES,RITES Limited,NSE,Equity,STOCK,RITES.NS,INE320J01015
RKDL,Ravi Kumar Distilleries Limited,NSE,Equity,STOCK,RKDL.NS,INE722J01012
RKEC,RKEC Projects Limited,NSE,Equity,STOCK,RKEC.NS,INE786W01010
RKFORGE,Ramkrishna Forgings Limited,NSE,Equity,STOCK,RKFORGE.NS,INE399G01023
RKSWAMY,R K Swamy Limited,NSE,Equity,STOCK,RKSWAMY.NS,INE0NQ801033
RMDRIP,R M Drip and Sprinklers Systems Limited,NSE,Equity,STOCK,RMDRIP.NS,INE219Y01026
RML,Rane (Madras) Limited,NSE,Equity,STOCK,RML.NS,INE050H01012
ROHLTD,Royal Orchid Hotels Limited,NSE,Equity,STOCK,ROHLTD.NS,INE283H01019
ROLEXRINGS,Rolex Rings Limited,NSE,Equity,STOCK,ROLEXRINGS.NS,INE645S01024
ROML,Raj Oil Mills Limited,NSE,Equity,STOCK,ROML.NS,INE294G01026
ROSSARI,Rossari Biotech Limited,NSE,Equity,STOCK,ROSSARI.NS,INE02A801020
ROSSELLIND,Rossell India Limited,NSE,Equity,STOCK,ROSSELLIND.NS,INE847C01020
ROSSTECH,Rossell Techsys Limited,NSE,Equity,STOCK,ROSSTECH.NS,INE0OJW01016
ROTO,Roto Pumps Limited,NSE,Equity,STOCK,ROTO.NS,INE535D01037
ROUTE,ROUTE MOBILE LIMITED,NSE,Equity,STOCK,ROUTE.NS,INE450U01017
RPEL,Raghav Productivity Enhancers Limited,NSE,Equity,STOCK,RPEL.NS,INE912T01018
RPGLIFE,RPG Life Sciences Limited,NSE,Equity,STOCK,RPGLIFE.NS,INE105J01010
RPOWER,Reliance Power Limited,NSE,Equity,STOCK,RPOWER.NS,INE614G01033
RPPINFRA,R.P.P. Infra Projects Limited,NSE,Equity,STOCK,RPPINFRA.NS,INE324L01013
RPPL,Rajshree Polypack Limited,NSE,Equity,STOCK,RPPL.NS,INE760W01023
RPSGVENT,RPSG VENTURES LIMITED,NSE,Equity,STOCK,RPSGVENT.NS,INE425Y01011
RPTECH,Rashi Peripherals Limited,NSE,Equity,STOCK,RPTECH.NS,INE0J1F01024
RRIL,RRIL Limited,NSE,Equity,STOCK,RRIL.NS,INE951M01037
RRKABEL,R R Kabel Limited,NSE,Equity,STOCK,RRKABEL.NS,INE777K01022
RSDFIN,RSD Finance Limited,NSE,Equity,STOCK,RSDFIN.NS,INE616F01022
RSL,Rajputana Stainless Limited,NSE,Equity,STOCK,RSL.NS,INE313L01016
RSWM,RSWM Limited,NSE,Equity,STOCK,RSWM.NS,INE611A01016
RSYSTEMS,R Systems International Limited,NSE,Equity,STOCK,RSYSTEMS.NS,INE411H01032
RTNINDIA,RattanIndia Enterprises Limited,NSE,Equity,STOCK,RTNINDIA.NS,INE834M01019
RTNPOWER,RattanIndia Power Limited,NSE,Equity,STOCK,RTNPOWER.NS,INE399K01017
RUBFILA,Rubfila International Limited,NSE,Equity,STOCK,RUBFILA.NS,INE642C01025
RUBICON,Rubicon Research Limited,NSE,Equity,STOCK,RUBICON.NS,INE506V01022
RUBYMILLS,The Ruby Mills Limited,NSE,Equity,STOCK,RUBYMILLS.NS,INE301D01026
RUCHINFRA,Ruchi Infrastructure Limited,NSE,Equity,STOCK,RUCHINFRA.NS,INE413B01023
RUCHIRA,Ruchira Papers Limited,NSE,Equity,STOCK,RUCHIRA.NS,INE803H01014
RUPA,Rupa & Company Limited,NSE,Equity,STOCK,RUPA.NS,INE895B01021
RUSHIL,Rushil Decor Limited,NSE,Equity,STOCK,RUSHIL.NS,INE573K01025
RUSTOMJEE,Keystone Realtors Limited,NSE,Equity,STOCK,RUSTOMJEE.NS,INE263M01029
RVHL,Ravinder Heights Limited,NSE,Equity,STOCK,RVHL.NS,INE09E501017
RVNL,Rail Vikas Nigam Limited,NSE,Equity,STOCK,RVNL.NS,INE415G01027
RVTH,Revathi Equipment India Limited,NSE,Equity,STOCK,RVTH.NS,INE0DAB01012
SAATVIKGL,Saatvik Green Energy Limited,NSE,Equity,STOCK,SAATVIKGL.NS,INE13B501022
SADBHIN,Sadbhav Infrastructure Project Limited,NSE,Equity,STOCK,SADBHIN.NS,INE764L01010
SAFARI,Safari Industries (India) Limited,NSE,Equity,STOCK,SAFARI.NS,INE429E01023
SAGARDEEP,Sagardeep Alloys Limited,NSE,Equity,STOCK,SAGARDEEP.NS,INE976T01013
SAGCEM,Sagar Cements Limited,NSE,Equity,STOCK,SAGCEM.NS,INE229C01021
SAGILITY,SAGILITY LIMITED,NSE,Equity,STOCK,SAGILITY.NS,INE0W2G01015
SAHLIBHFI,Shalibhadra Finance Limited,NSE,Equity,STOCK,SAHLIBHFI.NS,INE861D01011
SAHYADRI,Sahyadri Industries Limited,NSE,Equity,STOCK,SAHYADRI.NS,INE280H01015
SAIL,Steel Authority of India Limited,NSE,Equity,STOCK,SAIL.NS,INE114A01011
SAILIFE,Sai Life Sciences Limited,NSE,Equity,STOCK,SAILIFE.NS,INE570L01029
SAIPARENT,Sai Parenterals Limited,NSE,Equity,STOCK,SAIPARENT.NS,INE0H9F01037
SAKAR,Sakar Healthcare Limited,NSE,Equity,STOCK,SAKAR.NS,INE732S01012
SAKHTISUG,Sakthi Sugars Limited,NSE,Equity,STOCK,SAKHTISUG.NS,INE623A01011
SAKSOFT,Saksoft Limited,NSE,Equity,STOCK,SAKSOFT.NS,INE667G01023
SALASAR,Salasar Techno Engineering Limited,NSE,Equity,STOCK,SALASAR.NS,INE170V01027
SALONA,Salona Cotspin Limited,NSE,Equity,STOCK,SALONA.NS,INE498E01010
SALZERELEC,Salzer Electronics Limited,NSE,Equity,STOCK,SALZERELEC.NS,INE457F01013
SAMBHV,Sambhv Steel Tubes Limited,NSE,Equity,STOCK,SAMBHV.NS,INE12NJ01018
SAMHI,Samhi Hotels Limited,NSE,Equity,STOCK,SAMHI.NS,INE08U801020
SAMMAANCAP,Sammaan Capital Limited,NSE,Equity,STOCK,SAMMAANCAP.NS,INE148I01020
SAMPANN,Sampann Utpadan India Limited,NSE,Equity,STOCK,SAMPANN.NS,INE735M01018
SANATHAN,Sanathan Textiles Limited,NSE,Equity,STOCK,SANATHAN.NS,INE0JPD01013
SANDESH,The Sandesh Limited,NSE,Equity,STOCK,SANDESH.NS,INE583B01015
SANDHAR,Sandhar Technologies Limited,NSE,Equity,STOCK,SANDHAR.NS,INE278H01035
SANDUMA,Sandur Manganese & Iron Ores Limited,NSE,Equity,STOCK,SANDUMA.NS,INE149K01016
SANGAMIND,Sangam (India) Limited,NSE,Equity,STOCK,SANGAMIND.NS,INE495C01010
SANGHVIMOV,Sanghvi Movers Limited,NSE,Equity,STOCK,SANGHVIMOV.NS,INE989A01032
SANOFI,Sanofi India Limited,NSE,Equity,STOCK,SANOFI.NS,INE058A01010
SANOFICONR,Sanofi Consumer Healthcare India Limited,NSE,Equity,STOCK,SANOFICONR.NS,INE0UOS01011
SANSERA,Sansera Engineering Limited,NSE,Equity,STOCK,SANSERA.NS,INE953O01021
SANSTAR,Sanstar Limited,NSE,Equity,STOCK,SANSTAR.NS,INE08NE01025
SAPPHIRE,Sapphire Foods India Limited,NSE,Equity,STOCK,SAPPHIRE.NS,INE806T01020
SAPPL,Shree Ajit Pulp & Paper Limited,NSE,Equity,STOCK,SAPPL.NS,INE185C01017
SARDAEN,Sarda Energy & Minerals Limited,NSE,Equity,STOCK,SARDAEN.NS,INE385C01021
SAREGAMA,Saregama India Limited,NSE,Equity,STOCK,SAREGAMA.NS,INE979A01025
SARLAPOLY,Sarla Performance Fibers Limited,NSE,Equity,STOCK,SARLAPOLY.NS,INE453D01025
SASKEN,Sasken Technologies Limited,NSE,Equity,STOCK,SASKEN.NS,INE231F01020
SATIA,Satia Industries Limited,NSE,Equity,STOCK,SATIA.NS,INE170E01023
SATIN,Satin Creditcare Network Limited,NSE,Equity,STOCK,SATIN.NS,INE836B01017
SAURASHCEM,Saurashtra Cement Limited,NSE,Equity,STOCK,SAURASHCEM.NS,INE626A01014
SAYAJIHOTL,Sayaji Hotels Limited,NSE,Equity,STOCK,SAYAJIHOTL.NS,INE318C01014
SBC,SBC Exports Limited,NSE,Equity,STOCK,SBC.NS,INE04AK01028
SBCL,Shivalik Bimetal Controls Limited,NSE,Equity,STOCK,SBCL.NS,INE386D01027
SBFC,SBFC Finance Limited,NSE,Equity,STOCK,SBFC.NS,INE423Y01016
SBGLP,Suratwwala Business Group Limited,NSE,Equity,STOCK,SBGLP.NS,INE05ST01028
SBICARD,SBI Cards and Payment Services Limited,NSE,Equity,STOCK,SBICARD.NS,INE018E01016
SBILIFE,SBI Life Insurance Company Limited,NSE,Equity,STOCK,SBILIFE.NS,INE123W01016
SBIN,State Bank of India,NSE,Equity,STOCK,SBIN.NS,INE062A01020
SCANSTL,Scan Steels Limited,NSE,Equity,STOCK,SCANSTL.NS,INE099G01011
